"country","decision_year","K_mean","K_p05","K_p95","t0_mean","t0_p05","t0_p95","s_mean","s_p05","s_p95","p_mean","p_p05","p_p95","head_mean","head_p05","head_p95","rel_mean","rel_p05","rel_p95","dpdt_mean","dpdt_p05","dpdt_p95","d2pdt2_mean","d2pdt2_p05","d2pdt2_p95","t0_year_mean","years_since_t0_2026","accel_status_2026","last_obs_year","last_obs_mcpr","head_lastobs_mean","rel_lastobs_mean","room_rel_lastobs","r_growth","r_head_lastobs","r_room_lastobs","leverage_head_lastobs","leverage_rel_lastobs","leverage_lastobs","phase_lastobs","phase_priority_lastobs"
"Madagascar",2026,0.397858342573024,0.387788980739763,0.407740318471862,7.12988626238313,6.6399560166847,7.59621794197258,7.23239055102267,7.23239055102267,7.23239055102267,0.37056223178042,0.362502092528777,0.37844000125899,0.0272961107926045,0.0250469231822412,0.0295865558888455,0.931414273250858,0.927212148689896,0.935646877031161,0.00351495683241048,0.00324083568341928,0.00379343944970495,-0.000419254193485017,-0.000448118888121924,-0.000390266716171915,2007,18.870113737617,"Decelerating",2021,0.340949162587376,0.056909179985648,0.8569611997637,0.1430388002363,0.645161290322581,0.435483870967742,0.370967741935484,0.280957336108221,0.239334027055151,0.255983350676379,"Build / monitor",2
"Lesotho",2026,0.588740302673502,0.574208200320305,0.603699280662652,5.14251315276178,4.52235403367811,5.76205029685308,7.23239055102267,7.23239055102267,7.23239055102267,0.557524933521979,0.545657809402577,0.569514627576499,0.0312153691515221,0.0281713950313204,0.0345816189504283,0.947002328778823,0.942580531856882,0.951183882686734,0.00408682288066791,0.00370502050567484,0.00450601526098404,-0.000505055171069048,-0.000551390113930394,-0.000462099804737544,2005,20.8574868472383,"Decelerating",2023,0.532158420005745,0.0565818826677565,0.90389330845737,0.0961066915426295,0.709677419354839,0.419354838709677,0.306451612903226,0.297606659729448,0.217481789802289,0.249531737773153,"Build / monitor",2
"Burundi",2026,0.194933208869999,0.178123611673075,0.215132088777068,8.04391620657236,5.91077640075991,10.0873560180145,7.23239055102267,7.23239055102267,7.23239055102267,0.179689009231154,0.167389308934736,0.194011384542778,0.0152441996388445,0.0104388646360233,0.0213206158232771,0.922275816211655,0.900266703431818,0.941457380725743,0.00193991888047529,0.0013598750481938,0.00265453988897049,-0.000225573844231505,-0.000294014535075777,-0.000165966590410838,2008,17.9560837934275,"Decelerating",2016,0.14574983802506,0.0491833708449388,0.747691164937734,0.252308835062266,0.483870967741935,0.403225806451613,0.5,0.195109261186264,0.241935483870968,0.223204994797086,"Build / monitor",2
"Malawi",2026,0.567611911336274,0.559622388294962,0.575472461476259,6.09028064562107,5.74935617136092,6.42715746037472,7.23239055102267,7.23239055102267,7.23239055102267,0.533585250390154,0.527237676883507,0.539875201485187,0.0340266609461202,0.0321370772223599,0.0359309446794394,0.940060670073825,0.937395942447893,0.942675452651062,0.00442258593204547,0.00418867712249223,0.00465653214264595,-0.000538148755802314,-0.000563384753905007,-0.000512687244157292,2006,19.9097193543789,"Decelerating",2024,0.5296723957499,0.0379395155863739,0.933159409045775,0.0668405909542253,0.741935483870968,0.354838709677419,0.225806451612903,0.263267429760666,0.167533818938606,0.20582726326743,"Build / monitor",2
"Philippines",2026,0.303693701927694,0.295022721259779,0.312707117845993,-9.03644217773241,-11.0973489406646,-7.10792512997416,19.0861504324915,19.0861504324915,19.0861504324915,0.261853926550561,0.257537148957651,0.266246784788607,0.0418397753771327,0.0369825782686904,0.0467895034286204,0.862317883768935,0.850007137312271,0.874755758922408,0.00188951008184603,0.00169507814321801,0.00208466422059129,-7.16729655573506e-05,-7.65648400029258e-05,-6.65658375632813e-05,1991,35.0364421777324,"Decelerating",2022,0.242636996948533,0.0610567049791608,0.798953008931026,0.201046991068974,0.451612903225806,0.467741935483871,0.419354838709677,0.211238293444329,0.189386056191467,0.198126951092612,"Build / monitor",2
"Vietnam",2026,0.676366281585349,0.653955865414158,0.726098523226053,-31.2374043576163,-33.9154862633236,-24.0552631357939,19.0861504324915,19.0861504324915,19.0861504324915,0.643839852754311,0.626110470051974,0.67762682193421,0.0325264288310383,0.0273233175083012,0.0489344355400146,0.952097269696294,0.93230174195815,0.958481562570206,0.00162035313455141,0.00137204022945429,0.0023923142789834,-7.6556101080204e-05,-0.00010841803455087,-6.59068960053061e-05,1969,57.2374043576162,"Decelerating",2002,0.566804037565693,0.109562244019656,0.838013444781944,0.161986555218056,0.419354838709677,0.564516129032258,0.403225806451613,0.236732570239334,0.169094693028096,0.196149843912591,"Build / monitor",2
"Indonesia",2026,0.535133018720373,0.532892074500696,0.537384370086742,-33.9677966031913,-33.9967879622528,-33.907151506715,19.0861504324915,19.0861504324915,19.0861504324915,0.512973403926937,0.510846387714191,0.515134936143852,0.0221596147934353,0.0220539976063572,0.0222743597345131,0.958590463329125,0.958464181108986,0.958650746082218,0.00111295328714137,0.0011076853406103,0.00111866664656141,-5.34827272345321e-05,-5.37494323681552e-05,-5.32330504001743e-05,1966,59.9677966031913,"Decelerating",2017,0.413596975173288,0.121536043547085,0.772886293135666,0.227113706864334,0.370967741935484,0.580645161290323,0.451612903225806,0.215400624349636,0.167533818938606,0.186680541103018,"Build / monitor",2
"Uganda",2026,0.301948951773048,0.292776611424762,0.311394013751452,2.65872656977009,1.97653195647746,3.33963945544105,7.23239055102267,7.23239055102267,7.23239055102267,0.290411094254987,0.282349918477237,0.298573991070889,0.0115378575180612,0.0102555755017465,0.0129812695774258,0.961811249992606,0.958240711790765,0.965164101503728,0.00153421670403831,0.00136868742076261,0.00171972577035784,-0.00019588700036444,-0.000217873435950218,-0.000176058855409196,2003,23.3412734302299,"Decelerating",2016,0.272883816057891,0.0290651357151571,0.903741557821326,0.0962584421786739,0.403225806451613,0.290322580645161,0.32258064516129,0.117065556711759,0.130072840790843,0.124869927159209,"Build / monitor",2
"Albania",2026,0.0694332568407914,0.0644857656105198,0.0756654410414524,-30.6257377803624,-33.9062795580625,-20.1875415004314,50,50,50,0.0524671169626195,0.0491589234712372,0.0559498795886551,0.016966139878172,0.0151310997043288,0.0212532384869971,0.756025460358396,0.715805744274824,0.768191168768059,0.00025607414966808,0.000231832645316033,0.000304201087123807,-2.61235504828514e-06,-2.78756971012091e-06,-2.44285608169159e-06,1969,56.6257377803624,"Decelerating",2017,0.0281316859073467,0.0413015709334447,0.405161549196113,0.594838450803887,0.161290322580645,0.370967741935484,0.903225806451613,0.0598335067637877,0.145681581685744,0.111342351716961,"Build / monitor",2
"Tanzania",2026,0.283327700066551,0.277337651906011,0.289411501452715,-0.428341284035115,-0.963847712582894,0.107611450105854,7.23239055102267,7.23239055102267,7.23239055102267,0.276172469700924,0.270668894626236,0.281698817449299,0.0071552303656265,0.00653420243343599,0.00781795385274249,0.974752883184215,0.972881852796526,0.976528266072622,0.000964311874629547,0.000882351678225508,0.00105169810811382,-0.000126588879152861,-0.000137561090934229,-0.000116272116954491,2000,26.428341284035,"Decelerating",2022,0.25425034401086,0.029077356055691,0.897371996988431,0.102628003011569,0.32258064516129,0.306451612903226,0.354838709677419,0.0988553590010406,0.114464099895942,0.108220603537981,"Build / monitor",2
"Namibia",2026,0.544428022037765,0.533019517377524,0.556044337201533,-5.24586156255129,-5.90802929693842,-4.5842996210002,7.23239055102267,7.23239055102267,7.23239055102267,0.537273913341357,0.526542791616216,0.548347717297603,0.00715410869640776,0.00640427913262355,0.00795542844405988,0.986864604898514,0.985639302903007,0.988012410121265,0.000976150618112324,0.000874971852376122,0.001084134829589,-0.000131414804876183,-0.000145572667402941,-0.000118086498557165,1995,31.2458615625512,"Decelerating",2013,0.497159535693403,0.047268486344362,0.91317771233112,0.0868222876688797,0.338709677419355,0.387096774193548,0.274193548387097,0.13111342351717,0.0928720083246618,0.108168574401665,"Build / monitor",2
"Chad",2026,0.0658100619693086,0.0574568009622605,0.0759503640706428,8.14157908496382,6.15158678503158,10.2685770087745,5.89839714361468,5.89839714361468,5.89839714361468,0.0626926645048721,0.0554479582816829,0.0711742992031049,0.00311739746443655,0.00193316056741144,0.004875922932091,0.953161949101955,0.935055173065146,0.966594290317898,0.000502722827876659,0.000316738818132588,0.000772513544128704,-7.69244739775104e-05,-0.000114002583944094,-5.02014905268346e-05,2008,17.8584209150363,"Decelerating",2014,0.0484411769242257,0.0173688850450829,0.736075540345439,0.263924459654561,0.225806451612903,0.241935483870968,0.532258064516129,0.054630593132154,0.120187304890739,0.0939646201873049,"Build / monitor",2
"Zambia",2026,0.397872021996217,0.39127038064133,0.40473359340959,2.96326072907773,2.49793843692304,3.41145613606434,7.23239055102267,7.23239055102267,7.23239055102267,0.382055993748573,0.376286350799738,0.388013166942205,0.0158160282476442,0.01467469087707,0.0169985283956785,0.960256164774517,0.957841550657726,0.962657171985471,0.00209982045807019,0.00195338553414452,0.00225107715355267,-0.000267232082129011,-0.000285007271659346,-0.000249906485515965,2003,23.0367392709222,"Decelerating",2024,0.384288593842627,0.0135834281535904,0.96585980565952,0.0341401943404795,0.516129032258065,0.209677419354839,0.161290322580645,0.108220603537981,0.0832466181061394,0.0932362122788762,"Build / monitor",2
"Nigeria",2026,0.144556741424995,0.140007153726736,0.149202707364598,-1.21793913840418,-2.92073234293034,0.400910190350321,13.006980724418,13.006980724418,13.006980724418,0.128643375630398,0.126014562155311,0.13123742269253,0.0159133657945975,0.013706373838059,0.0182785822756789,0.890013038109072,0.87740731013031,0.902338098891503,0.00108830490070893,0.000950755355104632,0.0012326227217187,-6.51939416062385e-05,-7.15753661881256e-05,-5.8841195561597e-05,1999,27.2179391384043,"Decelerating",2024,0.13104165101535,0.0135150904096453,0.906506674981618,0.0934933250183819,0.354838709677419,0.193548387096774,0.290322580645161,0.068678459937565,0.103017689906348,0.0892819979188346,"Build / monitor",2
"Pakistan",2026,0.270170008713981,0.262888642829073,0.277571634126225,-3.46453417497142,-4.46431705929938,-2.4840780747679,7.64655240013642,7.64655240013642,7.64655240013642,0.264543610330049,0.257869177394137,0.271218687320939,0.00562639838393164,0.00482830895790049,0.0065160072788801,0.979188418624687,0.976456666504528,0.98173005733856,0.000720420679637235,0.000619903274648909,0.000832087955539298,-9.02748418321444e-05,-0.000103694598629168,-7.80903638848726e-05,1997,29.4645341749715,"Decelerating",2017,0.243493277721387,0.0266767309925937,0.90125946577277,0.0987405342272295,0.274193548387097,0.274193548387097,0.338709677419355,0.0751821019771072,0.0928720083246618,0.08579604578564,"Build / monitor",2
"Yemen",2026,0.29658947998621,0.287912937002627,0.305373580965621,-0.992966144810393,-1.82305587433566,-0.18500567221029,5.5853091541028,5.5853091541028,5.5853091541028,0.294238191338307,0.285809528783974,0.302730797297367,0.00235128864790235,0.00198806720869669,0.00275952856373027,0.992077230426732,0.990880624235247,0.993182834852429,0.000417621242032721,0.00035350665712599,0.00048955703294345,-7.35792461405774e-05,-8.60474051425615e-05,-6.24329834861944e-05,1999,26.9929661448105,"Decelerating",2013,0.274062929893469,0.0225265500927408,0.924048047510693,0.0759519524893068,0.209677419354839,0.258064516129032,0.241935483870968,0.0541103017689906,0.0507284079084287,0.0520811654526535,"Build / monitor",2
"Angola",2026,0.146503510560834,0.135955536956422,0.157334152651608,1.60841872378334,-6.21460697645996,6.09102202733623,7.23239055102267,7.23239055102267,7.23239055102267,0.141187482497121,0.134068383014497,0.14832323737398,0.00531602806371324,0.00157871288692897,0.00937056487225009,0.964128013375574,0.940068587001104,0.988504219321681,0.000705334349007741,0.000215795458533683,0.00121736811171705,-8.96710191226701e-05,-0.000148190461112967,-2.91571263911308e-05,2002,24.3915812762166,"Decelerating",2023,0.139111969545999,0.00739154101483488,0.949547004119293,0.0504529958807072,0.258064516129032,0.145161290322581,0.193548387096774,0.0374609781477627,0.0499479708636837,0.0449531737773153,"Build / monitor",2
"Cameroon",2026,0.175409351680846,0.170200554051211,0.180635125400476,-2.31715828253716,-3.1398292704832,-1.52317196581939,5.89839714361468,5.89839714361468,5.89839714361468,0.173974283516182,0.168928913480119,0.179018017415037,0.0014350681646637,0.00121786058559286,0.00167098375058566,0.991824541277985,0.990679844200068,0.992898315489966,0.000241297918279754,0.000204996795206777,0.000280647087875926,-4.02364933889683e-05,-4.66909304378347e-05,-3.42569589072551e-05,1998,28.3171582825371,"Decelerating",2018,0.163836351658967,0.0115730000218787,0.93402290179525,0.0659770982047501,0.145161290322581,0.161290322580645,0.209677419354839,0.0234131113423517,0.0304370447450572,0.027627471383975,"Build / monitor",2
"Nepal",2026,0.344170600761402,0.339096347095632,0.349293179425695,-14.6042302322916,-16.0864326234167,-13.2729128414192,7.64655240013642,7.64655240013642,7.64655240013642,0.342470292605036,0.337644438544978,0.347376844017549,0.00170030815636627,0.00138223873340634,0.00203214365534126,0.995062042341092,0.994153385518528,0.995945943173505,0.000221254846560973,0.00018002272931646,0.000264202506386183,-2.86469285284607e-05,-3.41469486369762e-05,-2.33493162959544e-05,1985,40.6042302322917,"Decelerating",2022,0.327459191187039,0.0167114095743632,0.951444401301585,0.0485555986984154,0.129032258064516,0.225806451612903,0.17741935483871,0.0291363163371488,0.0228928199791883,0.0253902185223725,"Build / monitor",2
"Congo Democratic Republic",2026,0.101508904745192,0.0975083499233797,0.105593526310376,3.70141721301716,2.16858351292666,5.09003303847079,5.89839714361468,5.89839714361468,5.89839714361468,0.0992240748096005,0.0957120895410115,0.102787066813388,0.00228482993559141,0.00169855590126885,0.00294440377370144,0.977533129396301,0.971942080174555,0.982712293713233,0.00037851714538018,0.000282800674043055,0.000485250511763999,-6.12424472663813e-05,-7.76350240351938e-05,-4.63112303417267e-05,2004,22.2985827869829,"Decelerating",2023,0.0989393506970059,0.002569554048186,0.974686417367657,0.0253135826323425,0.193548387096774,0.112903225806452,0.129032258064516,0.0218522372528616,0.0249739854318418,0.0237252861602497,"Maintain / equity",3
"Maldives",2026,0.178009439035723,0.171822251546795,0.184231021637408,-31.5869424077327,-33.8610343772588,-26.4380915260524,7.64655240013642,7.64655240013642,7.64655240013642,0.177910328643666,0.171733238022591,0.184143857826813,9.91103920572827e-05,7.05374446712696e-05,0.000186511031994315,0.99944342516093,0.998949820077449,0.999601936094996,1.2953506847674e-05,9.22107318550068e-06,2.43659433495738e-05,-1.69195668310171e-06,-3.1798441190402e-06,-1.20495426139605e-06,1968,57.5869424077327,"Decelerating",2016,0.106443930762969,0.0715655082727541,0.597967901812261,0.402032098187739,0.032258064516129,0.5,0.725806451612903,0.0161290322580645,0.0234131113423517,0.0204994797086368,"Maintain / equity",3
"Kenya",2026,0.412878530000999,0.408327177466437,0.417408400775168,-4.48626927296578,-4.92614236098983,-4.0471722141175,7.23239055102267,7.23239055102267,7.23239055102267,0.40686609539319,0.402599361774731,0.411088875788725,0.00601243460780954,0.00561208831976645,0.00642624362219567,0.985439371156714,0.984549281351326,0.986293190189261,0.000819203128783491,0.000765331548321024,0.000874861308849516,-0.000109966675862229,-0.00011722204187664,-0.000102914668295753,1996,30.4862692729657,"Decelerating",2022,0.419868867938313,-0.00699033793731357,1.01693073732193,-0.016930737321935,0.306451612903226,0.0645161290322581,0.0645161290322581,0.0197710718002081,0.0197710718002081,0.0197710718002081,"Maintain / equity",3
"Bangladesh",2026,0.514459384914894,0.510341900966738,0.518551795408315,-11.1061597465583,-11.6541566808772,-10.5732069240742,7.64655240013642,7.64655240013642,7.64655240013642,0.5104709176501,0.506601891542334,0.514336038047849,0.00398846726479394,0.00368973847309377,0.00429554044300301,0.992248049524859,0.991698368096557,0.992784851601635,0.000517554340797336,0.000479049315774675,0.000557114398768202,-6.66338578245708e-05,-7.16527679727779e-05,-6.17437500253284e-05,1989,37.1061597465582,"Decelerating",2022,0.520711393975091,-0.00625200906019718,1.0121525804437,-0.0121525804437048,0.241935483870968,0.0806451612903226,0.0806451612903226,0.0195109261186264,0.0195109261186264,0.0195109261186264,"Maintain / equity",3
"Jordan",2026,0.384615056891507,0.380741374937505,0.38841419490442,-15.066929609026,-15.8459053734175,-14.349584639282,5.5853091541028,5.5853091541028,5.5853091541028,0.384368119646926,0.380495832957132,0.388156435255062,0.000246937244580556,0.000213329269764245,0.000281665133651111,0.999358060167726,0.999271820680481,0.999442860558513,4.41834050150464e-05,3.81732992123226e-05,5.039259018565e-05,-7.90044197620716e-06,-9.00908835627456e-06,-6.82692726821159e-06,1985,41.0669296090259,"Decelerating",2023,0.354163935467088,0.0304511214244189,0.920827016834631,0.0791729831653694,0.0645161290322581,0.32258064516129,0.258064516129032,0.0208116545265349,0.0166493236212279,0.0183142559833507,"Maintain / equity",3
"Egypt",2026,0.540920436616988,0.536905296527581,0.544944835921699,-13.941261208978,-14.3047102435591,-13.6009766274338,5.5853091541028,5.5853091541028,5.5853091541028,0.540496454630343,0.536509473897945,0.544504974912972,0.000423981986644244,0.000395367605976252,0.000452318085174849,0.999216242050473,0.999167465623044,0.999265950971286,7.58506499853249e-05,7.0735068002835e-05,8.09161635983017e-05,-1.35590748711826e-05,-1.44632156581528e-05,-1.26458825068492e-05,1986,39.9412612089779,"Decelerating",2014,0.534797998505597,0.00612243811139068,0.988681444262521,0.0113185557374786,0.0967741935483871,0.129032258064516,0.0967741935483871,0.0124869927159209,0.00936524453694069,0.0106139438085328,"Maintain / equity",3
"Comoros",2026,0.101012418535914,0.0911235309636631,0.111556231723772,-14.0517361539067,-25.2890875018406,-8.47528098525298,7.23239055102267,7.23239055102267,7.23239055102267,0.100556895238676,0.0909694353884559,0.110601279186984,0.000455523297238152,7.67512665967692e-05,0.000912875250768605,0.995564116905114,0.991564116618677,0.999168611153032,6.26483904470857e-05,1.06036102827867e-05,0.000125141115985049,-8.5700044033787e-06,-1.70069631228865e-05,-1.46376634769228e-06,1986,40.0517361539066,"Decelerating",2012,0.0985179320706266,0.00249448646528769,0.975305150580067,0.0246948494199334,0.0806451612903226,0.0967741935483871,0.112903225806452,0.00780437044745057,0.009105098855359,0.00858480749219563,"Maintain / equity",3
"South Africa",2026,0.491951726498,0.484943826146538,0.49936501918855,-31.9442674232625,-33.8472638775228,-28.17289672111,7.23239055102267,7.23239055102267,7.23239055102267,0.491784596872812,0.484790657073304,0.499149909811401,0.000167129625187911,0.000125012449776694,0.000275952003876591,0.999660461877207,0.999441845720812,0.999745229806995,2.31001791997062e-05,1.72806484244156e-05,3.81337093726855e-05,-3.19169211441045e-06,-5.26673888456906e-06,-2.38811597389804e-06,1968,57.9442674232625,"Decelerating",2016,0.478773473282353,0.0131782532156469,0.973212304163546,0.0267876958364541,0.0483870967741935,0.17741935483871,0.145161290322581,0.00858480749219563,0.00702393340270552,0.00764828303850156,"Maintain / equity",3
"Mozambique",2026,0.230421677315708,0.223471042526791,0.237579417180642,-0.374450162457759,-1.19553879396935,0.417875630584208,7.23239055102267,7.23239055102267,7.23239055102267,0.224553285355685,0.218229512103481,0.231061390704442,0.00586839196002337,0.00511778910271781,0.00667849560579619,0.974548409606879,0.971726797579503,0.977251437262438,0.000790676669639767,0.000691528910515196,0.000897487338780174,-0.000103739394389668,-0.000117084992986742,-9.12769899130146e-05,2000,26.3744501624578,"Decelerating",2022,0.250311161307126,-0.0198894839914179,1.08631776412324,-0.0863177641232369,0.290322580645161,0.032258064516129,0,0.00936524453694069,0,0.00374609781477627,"Maintain / equity",3
"India",2026,0.399878111632523,0.399020188906278,0.400736853046516,-21.5391697404004,-22.0656049417296,-21.0285254687473,7.64655240013642,7.64655240013642,7.64655240013642,0.399081424696361,0.398249863875661,0.399917121704627,0.000796686936162586,0.000742597395720791,0.000852175652497288,0.998007713584573,0.997871679247169,0.998141116203443,0.000103981212784111,9.69347806884061e-05,0.000111208600168878,-1.35441945130664e-05,-1.44817896828303e-05,-1.2629792488252e-05,1978,47.5391697404004,"Decelerating",2019,0.426744431117534,-0.0268663194850107,1.06718627177499,-0.0671862717749856,0.112903225806452,0.0161290322580645,0.032258064516129,0.0018210197710718,0.0036420395421436,0.00291363163371488,"Maintain / equity",3
"Zimbabwe",2026,0.443882295469354,0.436999338673929,0.45104795536906,-13.2043158398632,-14.0172913567853,-12.4160109347573,7.23239055102267,7.23239055102267,7.23239055102267,0.441923411482058,0.435182973979518,0.448898874549652,0.00195888398729642,0.00172431811710991,0.00220610179314462,0.995588340948627,0.995090499902027,0.996061721785994,0.000269649719546711,0.000237482785852823,0.000303541227135597,-3.69535208624434e-05,-4.1559170077933e-05,-3.25789276266805e-05,1987,39.2043158398633,"Decelerating",2015,0.478755957265201,-0.0348736617958467,1.07856511095801,-0.0785651109580114,0.17741935483871,0,0.0161290322580645,0,0.00286160249739854,0.00171696149843913,"Maintain / equity",3
"Morocco",2026,0.275112321363363,0.267632072819531,0.282773013703624,-21.7981423974518,-24.1633302083137,-19.9311534256064,5.5853091541028,5.5853091541028,5.5853091541028,0.275058457215666,0.26758712095737,0.282703818939313,5.38641476969421e-05,3.39799544009339e-05,7.53457111410838e-05,0.99980459358204,0.999731814946928,0.999874276371709,9.6419451694786e-06,6.08304800713185e-06,1.34863676033538e-05,-1.72560578473332e-06,-2.41332100494302e-06,-1.08884323786901e-06,1978,47.7981423974518,"Decelerating",2003,0.2899759595683,-0.0148636382049375,1.05402752639823,-0.0540275263982302,0.0161290322580645,0.0483870967741935,0.0483870967741935,0.000780437044745057,0.000780437044745057,0.000780437044745057,"Maintain / equity",3
"Gabon",2026,0.202786477284566,0.196898862675144,0.208670616817735,-27.9383274115454,-33.7216012112889,-17.1952584519834,5.89839714361468,5.89839714361468,5.89839714361468,0.202755140520176,0.196885457637636,0.208626116294591,3.13367643897881e-05,8.10980894866212e-06,0.000133971518536876,0.99984573417134,0.999340401683906,0.999959938549975,5.31086156414032e-06,1.37486291622126e-06,2.26983408734502e-05,-8.99747599039026e-07,-3.84318424643574e-06,-2.33072458686074e-07,1972,53.9383274115453,"Decelerating",2019,0.171286150617783,0.0315003266667827,0.844662587522643,0.155337412477357,0,0.338709677419355,0.387096774193548,0,0,0,"Maintain / equity",3
