"X","country","survey_id","year","n_rows","n_women","mCPR","mCPR_pct","se_mCPR","se_mCPR_pct","year_first","t_rel","y","n","year_center","p_hat","y_hat","pearson_resid","p_hat_clipped","logit_mCPR","row_id","region","region_prior","s_region_fixed","prob_error","prev_year","prev_mcpr","obs_growth_annual","interval_mid_year"
172,"Mali","ML2006DHS",2006,14583,14582.999886,0.0622992897279105,6.22992897279105,0.00279201237350415,0.279201237350415,1987,19,909,14583,6,0.0768937091613326,1121.34096069971,-6.59992620063275,0.0768937091613326,-2.71148080099495,172,"West Africa","WAF",13.006980724418,-0.0145944194334221,2001,0.0690976200380076,-0.00135966606201942,2003.5
173,"Mali","ML2012DHS",2012,10424,10423.9997900001,0.0956747832973611,9.56747832973611,0.00327012914694163,0.327012914694163,1987,25,997,10424,12,0.108229223014074,1128.1814206987,-4.13576868064441,0.108229223014074,-2.24623428236411,173,"West Africa","WAF",13.006980724418,-0.0125544397167125,2006,0.0622992897279105,0.0055625822615751,2009
174,"Mali","ML2018DHS",2018,10519,10519.000156,0.154157662796027,15.4157662796027,0.004038003854498,0.4038003854498,1987,31,1622,10519,18,0.145668859985611,1532.29073818864,2.47943984726065,0.145668859985611,-1.7023571165019,174,"West Africa","WAF",13.006980724418,0.00848880281041578,2012,0.0956747832973611,0.00974714658311098,2015
175,"Mali","ML2023DHS",2023,17202,17346.8373319997,0.180591149097891,18.0591149097891,0.0033307718968729,0.33307718968729,1987,36,3133,17347,23,0.17949569624767,3113.71184280832,0.381602398561228,0.17949569624767,-1.51234753527655,175,"West Africa","WAF",13.006980724418,0.00109545285022145,2018,0.154157662796027,0.0052866972603728,2020.5
180,"Mozambique","MZ2003DHS",2003,12418,12418.0004049998,0.216111589827255,21.6111589827255,0.00461419469966332,0.461419469966332,1997,6,2684,12418,3,0.141554610384196,1757.82515175095,23.8423362990464,0.141554610384196,-1.28847178240379,180,"East/Southern Africa","ESA",7.23239055102267,0.0745569794430591,1997,0.0536293690999271,0.0270803701212213,2000
181,"Mozambique","MZ2011DHS",2011,13745,13745.0000900007,0.12080490666624,12.080490666624,0.00337241286938405,0.337241286938405,1997,14,1660,13745,11,0.190772032336486,2622.161584465,-20.8873260396641,0.190772032336486,-1.98482991946943,181,"East/Southern Africa","ESA",7.23239055102267,-0.069967125670246,2003,0.216111589827255,-0.0119133353951269,2007
182,"Mozambique","MZ2022DHS",2022,13183,13182.9999619999,0.250311161307126,25.0311161307126,0.00479693523153028,0.479693523153028,1997,25,3300,13183,22,0.220407940876,2905.63788456831,8.28592006927797,0.220407940876,-1.09695344953829,182,"East/Southern Africa","ESA",7.23239055102267,0.0299032204311258,2011,0.12080490666624,0.0117732958764442,2016.5
184,"Namibia","NM2000DHS",2000,6755,6754.9998880001,0.370833849523813,37.0833849523813,0.00743973938790939,0.743973938790939,1992,8,2505,6755,0,0.366731839565976,2477.27357626817,0.700024184684358,0.366731839565976,-0.52864125467389,184,"East/Southern Africa","ESA",7.23239055102267,0.00410200995783705,1992,0.21435211963797,0.0195602162357304,1996
185,"Namibia","NM2006DHS",2006,9804,9803.99998999998,0.456607828801105,45.6607828801105,0.00605434210240539,0.605434210240539,1992,14,4477,9804,6,0.449406998536482,4405.98621365167,1.44180244888799,0.449406998536482,-0.174006410007977,185,"East/Southern Africa","ESA",7.23239055102267,0.00720083026462254,2000,0.370833849523813,0.014295663212882,2003
186,"Namibia","NM2013DHS",2013,9176,9176.00018399997,0.497159535693403,49.7159535693403,0.00606393351871721,0.606393351871721,1992,21,4562,9176,13,0.503941219459073,4624.16462975646,-1.29795649803513,0.503941219459073,-0.0113619794556379,186,"East/Southern Africa","ESA",7.23239055102267,-0.00678168376567034,2006,0.456607828801105,0.005793100984614,2009.5
196,"Niger","NI1998DHS",1998,7577,7577.00038199985,0.0441174128477172,4.41174128477172,0.00248943302942166,0.248943302942166,1992,6,334,7577,-2,0.0372416241253298,282.179785997624,3.14396425315917,0.0372416241253298,-3.07578053504752,196,"West Africa","WAF",13.006980724418,0.00687578872238741,1992,0.023110198711375,0.00350120235605703,1995
197,"Niger","NI2006DHS",2006,9223,9222.999958,0.0454098738921408,4.54098738921408,0.00259250508778971,0.259250508778971,1992,14,419,9223,6,0.0654827303091873,603.947221641634,-7.78492892608109,0.0654827303091873,-3.04555249302033,197,"West Africa","WAF",13.006980724418,-0.0200728564170465,1998,0.0441174128477172,0.000161557630552951,2002
198,"Niger","NI2012DHS",2012,11160,11160.000092,0.109933234846429,10.9933234846429,0.00345253883875432,0.345253883875432,1992,20,1227,11160,12,0.0977076647154885,1090.41753822485,4.35436557751121,0.0977076647154885,-2.0914232513605,198,"West Africa","WAF",13.006980724418,0.0122255701309405,2006,0.0454098738921408,0.0107538934923814,2009
200,"Nigeria","NG2003DHS",2003,7620,7620.00013899997,0.0892770221247372,8.92770221247372,0.0041218125431159,0.41218125431159,1990,13,680,7620,3,0.0838489283572817,638.928834082487,1.69756823784851,0.0838489283572817,-2.32249462152028,200,"West Africa","WAF",13.006980724418,0.00542809376745547,1990,0.0375147532586388,0.00398171298969988,1996.5
201,"Nigeria","NG2008DHS",2008,33385,33384.9998909989,0.10487774993056,10.487774993056,0.00181186048694529,0.181186048694529,1990,18,3501,33385,8,0.0968140159743666,3232.13592330423,4.97621775676153,0.0968140159743666,-2.14416491572937,201,"West Africa","WAF",13.006980724418,0.00806373395619338,2003,0.0892770221247372,0.00312014556116456,2005.5
202,"Nigeria","NG2013DHS",2013,38948,38947.9995570011,0.111490759843644,11.1490759843644,0.00188020687150703,0.188020687150703,1990,23,4342,38948,13,0.108211731449166,4214.6305164821,2.07756565213612,0.108211731449166,-2.07560333115771,202,"West Africa","WAF",13.006980724418,0.00327902839447833,2008,0.10487774993056,0.0013226019826168,2010.5
203,"Nigeria","NG2018DHS",2018,41821,41821.0001899993,0.105127759547257,10.5127759547257,0.00182530558741644,0.182530558741644,1990,28,4397,41821,18,0.117646106656931,4920.07782649952,-7.93887421649768,0.117646106656931,-2.14150459188703,203,"West Africa","WAF",13.006980724418,-0.0125183471096743,2013,0.111490759843644,-0.0012726000592774,2015.5
204,"Nigeria","NG2024DHS",2024,39050,39050.0003269998,0.13104165101535,13.104165101535,0.00201445692303328,0.201445692303328,1990,34,5117,39050,24,0.12633290731419,4933.30003061912,2.79812640920554,0.12633290731419,-1.89177997494581,204,"West Africa","WAF",13.006980724418,0.0047087437011599,2018,0.105127759547257,0.00431898191134883,2021
227,"Rwanda","RW2000DHS",2000,10421,10421.0004170007,0.0335981425956772,3.35981425956772,0.00190395806071619,0.190395806071619,1992,8,350,10421,0,0.0662227530883052,690.107309933229,-13.3978776907706,0.0662227530883052,-3.35910896361104,227,"East/Southern Africa","ESA",7.23239055102267,-0.032624610492628,1992,0.0855105973065056,-0.00648905683885355,1996
228,"Rwanda","RW2005DHS",2005,11321,11321.0001709999,0.0564705370853765,5.64705370853765,0.00229103424254063,0.229103424254063,1992,13,639,11321,5,0.117879932446358,1334.51871522522,-20.2713482780792,0.117879932446358,-2.81590855695008,228,"East/Southern Africa","ESA",7.23239055102267,-0.0614093953609812,2000,0.0335981425956772,0.00457447889793986,2002.5
229,"Rwanda","RW2008DHS",2008,7313,7312.99992400007,0.162691132963833,16.2691132963833,0.00469979817242898,0.469979817242898,1992,16,1190,7313,8,0.16056215871124,1174.1910666553,0.503545722255232,0.16056215871124,-1.63833950574965,229,"East/Southern Africa","ESA",7.23239055102267,0.00212897425259323,2005,0.0564705370853765,0.0354068652928188,2006.5
230,"Rwanda","RW2010DHS",2010,13671,13670.9999139999,0.252333959381226,25.2333959381226,0.00379865803225885,0.379865803225885,1992,18,3450,13671,10,0.193489545286939,2645.19557361774,17.4243450180845,0.193489545286939,-1.08620296271468,230,"East/Southern Africa","ESA",7.23239055102267,0.058844414094287,2008,0.162691132963833,0.0448214132086965,2009
231,"Rwanda","RW2015DHS",2015,13497,13497.0000549999,0.277623529208769,27.7623529208769,0.00403659217443864,0.403659217443864,1992,23,3747,13497,15,0.285109363794046,3848.12108312824,-1.92795789051009,0.285109363794046,-0.956280446246975,231,"East/Southern Africa","ESA",7.23239055102267,-0.00748583458527713,2010,0.252333959381226,0.0050579139655086,2012.5
232,"Rwanda","RW2019DHS",2019,14634,14633.9998109996,0.351298453354893,35.1298453354893,0.00421040709484416,0.421040709484416,1992,27,5141,14634,19,0.357254752017764,5228.06604102796,-1.50196159324502,0.357254752017764,-0.613336587809915,232,"East/Southern Africa","ESA",7.23239055102267,-0.0059562986628714,2015,0.277623529208769,0.018418731036531,2017
234,"Senegal","SN1993DHS",1993,6310,6310,0.045324881141046,4.5324881141046,0.00261867413889859,0.261867413889859,1986,7,286,6310,-7,0.0415304560685884,262.057177792793,1.51073451725694,0.0415304560685884,-3.04751495865988,234,"West Africa","WAF",13.006980724418,0.00379442507245764,1986,0.026506570004531,0.00268833016235929,1989.5
235,"Senegal","SN1997DHS",1997,8593,8593.00013099995,0.0701162508803416,7.01162508803416,0.00319118030620085,0.319118030620085,1986,11,603,8593,-3,0.0541050158992539,464.924401622289,6.58421952600235,0.0541050158992539,-2.58490498595803,235,"West Africa","WAF",13.006980724418,0.0160112349810877,1993,0.045324881141046,0.0061978424348239,1995
236,"Senegal","SN2005DHS",2005,14602,14602.0000530004,0.0762334454156687,7.62334454156687,0.00274925967099063,0.274925967099063,1986,19,1113,14602,5,0.0881676938417981,1287.42466547794,-5.09084059351022,0.0881676938417981,-2.49465911055423,236,"West Africa","WAF",13.006980724418,-0.0119342484261294,1997,0.0701162508803416,0.000764649316915889,2001
237,"Senegal","SN2010DHS",2010,15688,15688.0000189994,0.0885727636612167,8.85727636612167,0.00297079775265985,0.297079775265985,1986,24,1390,15688,10,0.115476808330684,1811.60016909177,-10.5321003385529,0.115476808330684,-2.33118735998579,237,"West Africa","WAF",13.006980724418,-0.0269040446694675,2005,0.0762334454156687,0.0024678636491096,2007.5
238,"Senegal","SN2012DHS",2012,8636,8635.99986900021,0.113844487947383,11.3844487947383,0.0044578998007298,0.44578998007298,1986,26,983,8636,12,0.127484915692676,1100.95973192195,-3.80593693395292,0.127484915692676,-2.05205908041211,238,"West Africa","WAF",13.006980724418,-0.0136404277452935,2010,0.0885727636612167,0.0126358621430831,2011
239,"Senegal","SN2014DHS",2014,8488,8487.99986500004,0.147453001638331,14.7453001638331,0.00573891289067613,0.573891289067613,1986,28,1252,8488,14,0.139966467331266,1188.03537470778,2.00109396228776,0.139966467331266,-1.75471884563594,239,"West Africa","WAF",13.006980724418,0.00748653430706511,2012,0.113844487947383,0.016804256845474,2013
240,"Senegal","SN2015DHS",2015,8851,8851.00021599977,0.153329659347061,15.3329659347061,0.00508832312032119,0.508832312032119,1986,29,1357,8851,15,0.146346056768409,1295.30894845719,1.85521635692872,0.146346056768409,-1.70872117094099,240,"West Africa","WAF",13.006980724418,0.00698360257865199,2014,0.147453001638331,0.00587665770873,2014.5
241,"Senegal","SN2016DHS",2016,8865,8864.99972599965,0.16565616552621,16.565616552621,0.00547949188726261,0.547949188726261,1986,30,1469,8865,16,0.152795404530453,1354.53126116246,3.37907810501087,0.152795404530453,-1.61673124069575,241,"West Africa","WAF",13.006980724418,0.0128607609957575,2015,0.153329659347061,0.012326506179149,2015.5
242,"Senegal","SN2017DHS",2017,16787,16786.9999320001,0.188688380879896,18.8688380879896,0.00377178950727844,0.377178950727844,1986,31,3168,16787,17,0.159296385073483,2674.10841622856,10.4164722861718,0.159296385073483,-1.45855534499053,242,"West Africa","WAF",13.006980724418,0.0293919958064129,2016,0.16565616552621,0.023032215353686,2016.5
243,"Senegal","SN2018DHS",2018,9414,9413.99975999977,0.181928478506786,18.1928478506786,0.00542901854577713,0.542901854577713,1986,32,1713,9414,18,0.165830276665784,1561.12622453169,4.20858950906113,0.165830276665784,-1.5033361327645,243,"West Africa","WAF",13.006980724418,0.0160982018410016,2017,0.188688380879896,-0.00675990237311,2017.5
244,"Senegal","SN2019DHS",2019,8649,8648.99969199995,0.179026070428956,17.9026070428956,0.00556127571477168,0.556127571477168,1986,33,1548,8649,19,0.172377973845622,1490.89709579078,1.62561741111849,0.172377973845622,-1.5229599143771,244,"West Africa","WAF",13.006980724418,0.00664809658333396,2018,0.181928478506786,-0.00290240807783002,2018.5
245,"Senegal","SN2023DHS",2023,16583,16582.9994840005,0.174527653745172,17.4527653745172,0.00391782025482545,0.391782025482545,1986,37,2894,16583,23,0.198323772534351,3288.80311993714,-7.68886322505296,0.198323772534351,-1.55387256013947,245,"West Africa","WAF",13.006980724418,-0.0237961187891787,2019,0.179026070428956,-0.00112460417094599,2021
247,"Sierra Leone","SL2013DHS",2013,16658,16657.9998699998,0.208791444959953,20.8791444959953,0.00380699793189779,0.380699793189779,2008,5,3478,16658,13,0.17757849598737,2958.10258615761,10.5405631093488,0.17757849598737,-1.33222571023517,247,"West Africa","WAF",13.006980724418,0.031212948972583,2008,0.0819343482295773,0.0253714193460751,2010.5
248,"Sierra Leone","SL2019DHS",2019,15574,15574.000548,0.239284596691412,23.9284596691412,0.00397474449169966,0.397474449169966,2008,11,3727,15574,19,0.249716539404127,3889.08538467988,-3.00059534055111,0.249716539404127,-1.15660568600969,248,"West Africa","WAF",13.006980724418,-0.0104319427127154,2013,0.208791444959953,0.00508219195524317,2016
250,"South Africa","ZA2016DHS",2016,8514,8513.99990699994,0.478773473282353,47.8773473282353,0.00690942346891972,0.690942346891972,1998,18,4076,8514,16,0.491286341820938,4182.81191426347,-2.31552157187246,0.491286341820938,-0.0849571697753414,250,"East/Southern Africa","ESA",7.23239055102267,-0.0125128685385849,1998,0.493384897916658,-0.000811745813016947,2007
255,"Tanzania","TZ1996DHS",1996,8120,8120.00025299978,0.117448221217442,11.7448221217442,0.00384097599825564,0.384097599825564,1992,4,954,8120,-4,0.107370466464287,871.848187690007,2.94483582733938,0.107370466464287,-2.01681989395711,255,"East/Southern Africa","ESA",7.23239055102267,0.0100777547531554,1992,0.0589708378358006,0.0146193458454103,1994
256,"Tanzania","TZ1999DHS",1999,4029,4029.00013199997,0.15626925648361,15.626925648361,0.00788748676441088,0.788748676441088,1992,7,630,4029,-1,0.136049624136324,548.143935645249,3.76148343944755,0.136049624136324,-1.6862528969092,256,"East/Southern Africa","ESA",7.23239055102267,0.020219632347286,1996,0.117448221217442,0.0129403450887227,1997.5
257,"Tanzania","TZ2004DHS",2004,10329,10328.999933,0.175908316370013,17.5908316370013,0.00448047279123342,0.448047279123342,1992,12,1817,10329,4,0.183695009452094,1897.38575263068,-2.0425610166892,0.183695009452094,-1.54431886066976,257,"East/Southern Africa","ESA",7.23239055102267,-0.00778669308208077,1999,0.15626925648361,0.0039278119772806,2001.5
258,"Tanzania","TZ2010DHS",2010,10139,10138.999809,0.235940254666593,23.5940254666593,0.00517122587698917,0.517122587698917,1992,18,2392,10139,10,0.229108216713989,2322.92820926313,1.63224788001311,0.229108216713989,-1.17506737202392,258,"East/Southern Africa","ESA",7.23239055102267,0.00683203795260423,2004,0.175908316370013,0.01000532304943,2007
259,"Tanzania","TZ2015DHS",2015,13266,13266.0000159998,0.271209644554551,27.1209644554551,0.00468472138792415,0.468472138792415,1992,23,3598,13266,15,0.253297578423059,3360.24567536031,4.74645240119943,0.253297578423059,-0.988493994435279,259,"East/Southern Africa","ESA",7.23239055102267,0.0179120661314917,2010,0.235940254666593,0.0070538779775916,2012.5
260,"Tanzania","TZ2022DHS",2022,15254,15254.0000490004,0.25425034401086,25.425034401086,0.00437491526839682,0.437491526839682,1992,30,3878,15254,22,0.271115862451864,4135.60136584073,-4.69190896256046,0.271115862451864,-1.07607057413011,260,"East/Southern Africa","ESA",7.23239055102267,-0.0168655184410039,2015,0.271209644554551,-0.00242275722052728,2018.5
264,"Togo","TG1998DHS",1998,8569,8569.00075599951,0.0786278602587667,7.86278602587667,0.00321250525872901,0.321250525872901,1988,10,674,8569,-2,0.0754500241092677,646.531256592315,1.12351489347498,0.0754500241092677,-2.46113792231855,264,"West Africa","WAF",13.006980724418,0.00317783614949904,1988,0.0342261904761905,0.00444016697825762,1993
265,"Togo","TG2013DHS",2013,9480,9479.9998820003,0.167395012737612,16.7395012737612,0.00421822783473891,0.421822783473891,1988,25,1587,9480,13,0.168539058486112,1597.75027444834,-0.294947130208606,0.168539058486112,-1.6042029596048,265,"West Africa","WAF",13.006980724418,-0.00114404574850033,1998,0.0786278602587667,0.00591781016525635,2005.5
272,"Uganda","UG1995DHS",1995,7070,7070.00022600023,0.074080904138288,7.4080904138288,0.00359829814321671,0.359829814321671,1988,7,524,7070,-5,0.0777514070919633,549.70244814018,-1.14152822808697,0.0777514070919633,-2.52562906619551,272,"East/Southern Africa","ESA",7.23239055102267,-0.00367050295367527,1988,0.0265427899605919,0.0067911591682423,1991.5
273,"Uganda","UG2000DHS",2000,7246,7245.99972699975,0.164846787607398,16.4846787607398,0.00493721804123911,0.493721804123911,1988,12,1194,7246,0,0.1235030071389,894.902789728468,10.6794580993163,0.1235030071389,-1.62259871334778,273,"East/Southern Africa","ESA",7.23239055102267,0.0413437804684982,1995,0.074080904138288,0.018153176693822,1997.5
274,"Uganda","UG2006DHS",2006,8531,8530.9997910001,0.154446139641218,15.4446139641218,0.00428001571179899,0.428001571179899,1988,18,1318,8531,6,0.185179040480961,1579.76239434308,-7.29592352171705,0.185179040480961,-1.70014644386308,274,"East/Southern Africa","ESA",7.23239055102267,-0.0307329008397427,2000,0.164846787607398,-0.00173344132769666,2003
275,"Uganda","UG2011DHS",2011,8674,8673.99991999991,0.206782640251628,20.6782640251628,0.00522021859046998,0.522021859046998,1988,23,1794,8674,11,0.229450348911319,1990.25232645678,-5.01141570388802,0.229450348911319,-1.34442908763408,275,"East/Southern Africa","ESA",7.23239055102267,-0.0226677086596912,2006,0.154446139641218,0.010467300122082,2008.5
276,"Uganda","UG2016DHS",2016,18506,18506.0002089997,0.272883816057891,27.2883816057891,0.00377369915365877,0.377369915365877,1988,28,5050,18506,16,0.260681273005229,4824.16763823477,3.78145666157263,0.260681273005229,-0.980040155221401,276,"East/Southern Africa","ESA",7.23239055102267,0.0122025430526618,2011,0.206782640251628,0.0132202351612526,2013.5
282,"Zambia","ZM1996DHS",1996,8021,8021.00048400033,0.112324963300669,11.2324963300669,0.00367029579435188,0.367029579435188,1992,4,901,8021,-4,0.109942309855307,881.847267349419,0.683636089536082,0.109942309855307,-2.06720959812168,282,"East/Southern Africa","ESA",7.23239055102267,0.00238265344536184,1992,0.0698366704553198,0.0106220732113373,1994
283,"Zambia","ZM2002DHS",2002,7658,7658.00014699964,0.188466234042248,18.8466234042248,0.00472976091647956,0.472976091647956,1992,10,1443,7658,2,0.185691082890313,1422.02231277401,0.616466959856142,0.185691082890313,-1.46000713430925,283,"East/Southern Africa","ESA",7.23239055102267,0.00277515115193541,1996,0.112324963300669,0.0126902117902632,1999
284,"Zambia","ZM2007DHS",2007,7146,7145.99935399992,0.245628738129889,24.5628738129889,0.00558485069414295,0.558485069414295,1992,15,1755,7146,7,0.253024587535949,1808.11370253189,-1.44524193606309,0.253024587535949,-1.12206343521492,284,"East/Southern Africa","ESA",7.23239055102267,-0.00739584940606025,2002,0.188466234042248,0.0114325008175282,2004.5
285,"Zambia","ZM2013DHS",2013,16411,16411.0003279999,0.324515146764915,32.4515146764915,0.00440648403252371,0.440648403252371,1992,21,5326,16411,13,0.318357692984782,5224.56809957325,1.69969538998835,0.318357692984782,-0.733098521810344,285,"East/Southern Africa","ESA",7.23239055102267,0.00615745378013322,2007,0.245628738129889,0.0131477347725043,2010
286,"Zambia","ZM2018DHS",2018,13683,13682.9998809996,0.340928017727879,34.0928017727879,0.00496160033731582,0.496160033731582,1992,26,4665,13683,18,0.353626287236043,4838.66848825078,-3.10539069076218,0.353626287236043,-0.659161394791951,286,"East/Southern Africa","ESA",7.23239055102267,-0.0126982695081639,2013,0.324515146764915,0.0032825741925928,2015.5
287,"Zambia","ZM2024DHS",2024,13951,13951.0000190003,0.384288593842627,38.4288593842627,0.00444491323896503,0.444491323896503,1992,32,5361,13951,24,0.377278789211431,5263.41638828867,1.70449681647438,0.377278789211431,-0.471384540473702,287,"East/Southern Africa","ESA",7.23239055102267,0.0070098046311961,2018,0.340928017727879,0.00722676268579133,2021
289,"Zimbabwe","ZW1994DHS",1994,6128,6128.00067799947,0.310678739288518,31.0678739288518,0.00632955149040672,0.632955149040672,1988,6,1904,6128,-6,0.324072766823206,1985.91791509261,-2.23587886829141,0.324072766823206,-0.796948047699005,289,"East/Southern Africa","ESA",7.23239055102267,-0.0133940275346883,1988,0.272078076648417,0.00643344377335017,1991
290,"Zimbabwe","ZW1999DHS",1999,5907,5906.99993099982,0.355737944226511,35.5737944226511,0.00686217940358848,0.686217940358848,1988,11,2101,5907,-1,0.374504588242486,2212.19860274836,-2.98933928272851,0.374504588242486,-0.593911214172761,290,"East/Southern Africa","ESA",7.23239055102267,-0.0187666440159745,1994,0.310678739288518,0.0090118409875986,1996.5
291,"Zimbabwe","ZW2005DHS",2005,8907,8906.99981599976,0.390516064764234,39.0516064764234,0.00607515530132998,0.607515530132998,1988,17,3478,8907,5,0.410685699982172,3657.97752974121,-3.87636157743094,0.410685699982172,-0.445143483896101,291,"East/Southern Africa","ESA",7.23239055102267,-0.0201696352179382,1999,0.355737944226511,0.00579635342295383,2002
292,"Zimbabwe","ZW2010DHS",2010,9171,9170.99988999984,0.405160782855497,40.5160782855497,0.00564700397466234,0.564700397466234,1988,22,3716,9171,10,0.426607258838975,3912.41517081224,-4.14692772701178,0.426607258838975,-0.384007162712267,292,"East/Southern Africa","ESA",7.23239055102267,-0.0214464759834785,2005,0.390516064764234,0.0029289436182526,2007.5
293,"Zimbabwe","ZW2015DHS",2015,9955,9954.99997999999,0.478755957265201,47.8755957265201,0.00579722321818781,0.579722321818781,1988,27,4766,9955,15,0.435057175213598,4330.99417925137,8.79425429681984,0.435057175213598,-0.0850273604503355,293,"East/Southern Africa","ESA",7.23239055102267,0.0436987820516033,2010,0.405160782855497,0.0147190348819408,2012.5
